姐姐来了,1247.1万,9.5,1165,2014年1月8日,['日常'],6.2万,32.7万,"已完结, 全13话",0,水原朋也：愛美\n水原一香：長妻樹里\n藤咲美奈：木戸衣吹\n早坂琉璃：南央美\n望月麻里奈：井上麻里奈\n花園美鶴：小林优\n早坂孝喜：富樫美鈴\n水原夕子：森沢芙美\n水原正也：浜田賢二\n,原作： 安西理晃\n导演： 夕澄慶英\n分镜： 岩本保雄\n音乐： 羽鳥風画\n人物设定： 小田武士\n作画监督： 西野文那\n音响监督： 森下広人\n音响： サウンド・ウィング\n音乐制作： studio CHANT\n动画制作： C2C\n官方网站： http：\u002F\u002Fwww.takeshobo.co.jp\u002Fsp\u002Ftv_oneechan\u002F\n播放电视台： TOMYO MX\n播放结束： 2014年3月22日\n制作： お姉ちゃんが来た製作委員会\n色彩设定： 最相茂\n美术监督： 篠田邦宏\n摄影监督： 板倉あゆみ\n剪辑： 柳圭介
月刊少女野崎君,1253.7万,9.8,23706,2014年7月6日,"['搞笑', '校园', '少女', '漫画改']",26.8万,209万,"已完结, 全12话",0,佐仓千代：小澤亜李\n野崎梅太郎：中村悠一\n鹿岛游：中原麻衣\n堀政行：小野友樹\n若松博隆：木村良平\n濑尾结月：泽城美雪\n御子柴实琴：岡本信彦\n宫前剑：三宅健太\n前野蜜也：小野大輔\n,政行：若松博隆、小野友樹、鹿島遊\n脚本：中村能子\n人物设定：谷口淳一郎\n作画監督：宮川智恵子、瀧原美樹、天﨑まなむ、工藤裕加、中嶋敦子、小谷杏子、菊永千里、吉田奏子\n若松博隆：木村良平、鹿島遊、瀬尾結月\n总作画监督： 谷口淳一郎\n作画监督： 瀧原美樹\n摄影监督： 伊藤邦彦\n剪辑： 武宮むつみ\n主题歌演出： オーイシマサヨシ、佐倉千代（小澤亜李）、大石昌良\n音响监督： 松尾衡\n制作： テレビ東京、スクウェア・エニックス、メディアファクトリー、アニメシアターX\n音乐制作： メディアファクトリー、テレビ東京ミュージック\n动画制作： 動画工房\nOP・ED 分镜： りょーちも（OP）山﨑みつえ（ED）\n官方网站： http：\u002F\u002Fwww.nozakikun.tv\u002F
天真与闪电,1254.2万,9.5,1676,2016年7月5日,"['日常', '治愈', '萌系']",42.3万,71.9万,"已完结, 全12话",0,犬塚公平：中村悠一\n饭田小鸟：早见沙织\n犬冢䌷希：远藤璃菜\n小鹿忍：户松遥\n八木祐介：关智一,原作：雨隠ギド（讲谈社《good!アフタヌーン》连载）\n监督：岩崎太郎\n系列构成：广田光毅\n角色设计：原田大基\n美术监督：山口雅范\n色彩设计：土居真纪子\n摄影监督：盐川智幸\n编集：今井大介\n音乐：户田色音\n音乐监督：たなかかずや\n动画制作：TMS Entertainment\n企划协力：SHIN-EI动画\n制作：《天真与闪电》制作委员会
奇异太郎少年的妖怪绘日记,1266.7万,9.6,1877,2016年10月5日,"['漫画改', '神魔', '泡面']",5.6万,54.1万,"已完结, 全12话",0,奇异太郎：五十嵐裕美\nすず：仲田ありさ\n狐面の女：喜多村英梨\n雪娘：長縄まりあ\n雪母：大原さやか\n,人物设定：今岡律之\n动画制作：Creators in Pack\n总导演：ひらさわひさよし\n官方网站：http：\u002F\u002Fkiitarou.jp\u002F\n播放电视台：TOKYO MX\n其他电视台：サンテレビ\nCopyright：© 影山理一 \u002F マイクロマガジン社・奇異太郎少年の妖怪絵日記製作委員会\n原作：影山理一\n脚本：WORDS in STEREO
乱步奇谭 Game of Laplace,1278.8万,8.4,1619,2015年7月2日,"['日常', '推理']",81.5万,48.7万,"已完结, 全11话",0,明智：櫻井孝宏\n小林：高桥李依\n羽柴：山下大輝\n浪越：福山润\n加贺美敬介：小西克幸\n中村：长岛雄一\n黒蜥蜴：日笠阳子\n影男：子安武人\n南：藤田咲,原案：江户川乱步\n监督：岸诚二\n脚本：上江洲诚\n系列构成：上江洲诚\n角色设计：森田和明\n美术监督：宫越步\n道具设计：广濑智仁\n色彩设计：加口大朗\n总作画监督：山形孝二\n音乐：横山克\n音响监督：饭田里树\n摄影监督：三品雄介\n编辑：坂本雅纪\nCG监督：内山正文\n动画制作：Lerche
加速世界,1283.1万,8.8,3594,2012年4月6日,"['科幻', '校园', '战斗', '热血']",73.1万,97.2万,"已完结, 全24话",0,黛拓武：浅沼晋太郎\n仓屿 千百合：豊崎愛生\n有田 春雪：梶裕貴\n黑雪姬：三澤紗千香\n黑之睡莲：若宫 惠：戸松遥\n上月由仁子：日高里菜\nアクア・カレント：植田佳奈\nブリキ・ライター：川原礫\n,脚本：花田十輝、吉野弘幸、木村暢、横谷昌宏\n导演：小原正和\n原作：川原礫\n分镜：熊澤祐嗣、博史池畠、福田道生\n演出：博史池畠、飛田剛、下司泰弘\n音乐：大嶋啓之、onoken\n人物设定：愛敬由紀子\n系列构成：吉野弘幸\n色彩设计：横山さよ子\n总作画监督：愛敬由紀子\n作画监督：奥野浩行、椛島洋介、黒田結花、日向正樹\n机械设定：椛島洋介\n原画：黒田結花、川原智弘、椛島洋介、佐々木貴宏、三木達也、阿部望、亀田祥倫、鈴木勘太\n背景美术：スタジオ・イースター、J.C.STAFF
夏目友人帐 参,1289.2万,9.7,2976,2011年7月4日,"['奇幻', '日常', '治愈', '催泪']",79.4万,462.4万,"已完结, 全13话",1,夏目贵志：神谷浩史\n喵先生\u002F斑：井上和彦\n夏目玲子：小林沙苗\n笹田纯：泽城美雪\n西村悟：木村良平\n藤原滋：伊藤容次\n多轨透：佐藤利奈\n田沼要：堀江一真\n名取周一：石田彰\n的场静司：诹访部顺一,监督：大森贵弘\n原作：绿川ゆき\n脚本：花田十辉、大野木宽、村井さだゆき、吉永亚矢\n分镜： 小岛正幸、渡部高志、高桥秀弥、大森贵弘、篠原俊哉、名村英敏、寺东克己、久木晃嗣\n演出：高桥秀弥、久木晃嗣、大森贵弘\n音乐：吉森信\n人物设定：高田晃\n系列构成：村井さだゆき\n色彩设计：宫协裕美\n原画：柳沼和良、矢向宏志\n音响监督：大森贵弘\n特效：长谷川敏生\n动画制作：Brain's･Base
舞动青春,1300.4万,9.6,7300,2017年7月9日,"['运动', '漫画改', '励志']",30.9万,41.9万,"已完结, 全24话",0,富士田多多良：土屋神葉\n花冈雫：佐倉綾音\n仙石要：森川智之\n兵藤清春：岡本信彦\n赤城贺寿：富田健太郎\n赤城真子：諸星すみれ\n円谷環：能登麻美子,脚本：末満健一\n导演：板津匡覧\n人物设定：岸田隆宏\n总作画监督：千葉崇洋\n原作：竹内友\n系列构成：末満健一\n色彩设计：佐藤真由美\n美术监督：立田一郎\n音乐：林ゆうき\n
终物语,1303万,9.6,2247,2015年10月3日,"['奇幻', '小说改']",26.6万,100.3万,"已完结, 全12话",0,忍野忍：坂本真綾\n阿良良木历：神谷浩史\n老仓育：井上麻里奈\n忍野扇：水桥香织\n战场原黑仪：斎藤千和\n卧烟伊豆湖：雪野五月\n初代怪异杀手：小山力也、神谷浩史\n神原骏河：泽城美雪,原作：西尾維新\n监督：板村智幸\n脚本：中本宗応、木澤行人\n分镜：数井浩子、若林信、板村智幸、名村英敏\n演出：草川啓造、板村智幸、岡田堅二朗\n人物原案：VOFAN\n人物设定：渡辺明夫\n系列构成：東冨耶子、新房昭之\n美术监督：内藤健\n色彩设计：日比野仁、渡辺康子\n总作画监督：岩崎たいすけ、西澤真也、渡辺明夫\n作画监督：石原恵治、桜井司、宮井加奈、梶浦紳一郎、飯田宏義、服部一郎、玉木慎吾、加藤剣、越後光崇、住本悦子、野道佳代\n原画：鈴木勘太、玉木慎吾\n背景美术：スタジオちゅーりっぷ\n音乐：羽岡佳\n音响监督：鶴岡陽太\n音响：楽音舎\n摄影监督：江上怜\n剪辑：松原理恵\n动画制作：SHAFT
Taboo Tattoo－禁忌咒纹－,1303.7万,4.0,1187,2016年7月5日,"['奇幻', '战斗']",29.9万,72.1万,"已完结, 全12话",1,赤冢正义：古川慎\n布鲁郗·芙尔基：小松未可子\n一之濑桃子：安济知佳\n阿耶波多：鬼头明里\n伊鲁楚弥修：井泽诗织\nR·R·拉卡：津田健次郎,原作：真じろう\n监督：渡部高志\n系列构成、剧本：关岛真赖、大武正光（SEVEN DAYS WAR）\n角色设计：长谷川真也\n音响监督：岩浪美和\n音响制作：Magic Capsule\n音乐：SuperSweep 细江慎治\n动画制作：J.C.STAFF\n制作：禁忌咒纹制作委员会
One Room 第二季,1340.9万,9.7,4269,2018年7月3日,"['萌系', '恋爱', '日常', '治愈']",17.1万,123万,"已完结, 全13话",0,花坂结衣：M·A·O\n七桥御乃梨：高桥李依\n天月真白：水濑祈\n,原作：SMIRAL\n制作人：后藤裕、铃木良兵\n角色原案：监督\n角色设计、总作画监督：谷拓也\n故事原案：真野英二\n剧本：霜井苍星\n综合演出：上田慎一郎\n背景：Atelier Platz\n美术监督：高须贺真二、松本浩树\n美术设定：小山真由子\n色彩设计：古川笃史\n摄影监督：难波史\n编辑：德田俊\n音响监督：立石弥生\n音响制作：神南Studio\n音乐：山田知广\n音乐制作：F·M·F\n动画制作：ZERO-G
Rewrite 2nd Season,1343.6万,9.0,2515,2017年1月14日,"['校园', '社团', '战斗', '游戏改']",34万,161.4万,"已完结, 全11话",0,天王寺瑚太朗：森田成一\n篝：花澤香菜\n江坂宗源：東地宏樹\n今宫新：アドレナ・リン\n西九条灯花：田中涼子\n津久野：上田のりこ\n洲崎周一郎：上別府仁資\n亚斯茗：鈴木絵理\n加岛樱：若林直美,脚本：伊神貴世、髙橋龍也、あおしまたかし\n导演：天衝\n絵コンテ：こでらかつゆき、名和宗則、江畑諒真、村山公輔、吉田泰三、江口大輔、小島正士、松林唯人、天衝\n作画監督：竹本未希、山内則康、中川洋末、酒井秀基、菊地康仁、大谷道子、小島、野中正幸\n原作：Visual Art's、Key\n演出：中山敦史、間島崇寛、名和宗則、村山公輔、森義博、江口大輔、きみやしげる、森\n分镜：江畑諒真、小寺勝之、江口大輔\n
魔法少女小圆,1363.2万,9.8,14734,2011年1月6日,"['奇幻', '魔法', '穿越', '原创']",71.5万,112.5万,"已完结, 全12话",0,鹿目圆：悠木碧\n晓美焰：斋藤千和\n美树沙耶香：喜多村英梨\n巴麻美：水桥香织\n佐仓杏子：野中蓝\n丘比：加藤英美里\n百江渚：阿澄佳奈,原作：Magica Quartet\n导演：新房昭之\n剧本统筹：虚渊玄（Nitro+）\n角色设计原案：苍树梅\n角色设计：岸田隆宏\n系列导演：宫本幸裕\n总作画监督：谷口淳一郎、高桥美香\n动作特技监督：阿部望、神谷智大\n异空间设定：剧团狗咖哩\n布景设计：牧孝雄\n美术监制：增山修\n美术监督：稻叶邦彦、金子雄司(~第6话）、内藤健（第7话~）\n美术设定：大原盛仁\n色彩设计：日比野仁、泷泽泉\n视觉效果：酒井基\n摄影监督：江藤慎一郎\n剪接：松原理惠\n音响监督：鹤冈阳太\n音响制作：乐音舍\n音乐：梶浦由记\n音乐制作：Aniplex\n动画制作：SHAFT
房东青春期！,1364.7万,9.2,1022,2016年1月10日,"['萌系', '日常']",10万,39.2万,"已完结, 全12话",0,里中千惠：久保由利香\n白井丽子：生天目仁美\n前田：近藤隆\n宫村雪：山崎エリイ\n金本樱：和田京子\n植野真由：木户衣吹\n森明日香：中岛由贵\n小森朱梨：大谷九郎：,原作：水濑るるう（芳文社《Manga Time》）\n监督：小川优树\n人物设定：清水厚贵\n色彩设计：大西峰代\n总作画监督：清水厚贵\n音乐：Arte Refact\n音响监督：川添宪五\n音乐制作：bilibili、キングレコード\n动画制作：SEVEN·ARCS
Love Live! Sunshine!!,1379.4万,8.8,2409,2016年7月2日,"['音乐', '偶像']",105.5万,107.7万,"已完结, 全13话",0,高海千歌：伊波杏树\n樱内梨子：逢田梨香子\n松浦果南：诹访七香\n黑泽黛雅：小宫有纱\n渡边曜：斉藤朱夏\n津岛善子：小林爱香\n国木田花丸：高槻加奈子\n小原鞠莉：铃木爱奈\n黑泽露比：降幡爱,原作：矢立肇\n原案：公野樱子\n监督：酒井和男\n系列构成：花田十辉\n角色设计：室田雄平\n设计工作：河毛雅妃\n设定设计：高桥武之\n美术监督：东润一\n色彩设计：横山佐代子\nCG监督：黑崎豪\n摄影监督：杉山大树\n编辑：今井大介\n音响监督：长崎行男\n音乐：加藤达也\n音乐制作：Lantis\n动画制作：SUNRISE\n制作：2016 Project LoveLive!Sunshine!!（SUNRISE、BANDAI Visual、Lantis、Bushiroad、KADOKAWA ASCII Media Works）
多田君不恋爱,1382.7万,8.9,11879,2018年4月5日,"['恋爱', '原创']",33.8万,96万,"已完结, 全13话",1,多田光良:中村悠一\n特蕾莎·瓦格纳:石見舞菜香\n伊集院薰:宮野真守\n亚历珊德拉·玛格丽特:下地紫野\n杉本一:梅原裕一郎\n长谷川日向子:石上静香\n山下研太郎:下野紘\n多田唯:水瀬いのり\nニャンコビック:,监督：山崎光惠\n副监督：藤原佳幸\n系列构成、剧本：中村能子\n角色设计、总作画监督：谷口淳一郎\n次要角色设计：菊池爱\n道具设计：中岛千明\n美术监督：中村千惠子\n色彩设计：石黑启、伊藤裕香\n摄影监督：伊藤邦彦\n编辑：武宫睦美\n音乐：桥本由香利\n音响监督：土屋雅纪\n音响效果：白石唯果（eNa）\n动画制作：动画工房\n制作：《多田君不恋爱》制作委员会
高达创形者,1398.8万,4.6,5179,2018年4月3日,"['热血', '机战', '社团', '少儿']",25.6万,26.6万,"已完结, 全25话",0,三上陆：小林裕介\n日高勇夫：藤原夏海\n矢代桃华：稗田宁宁\n莎拉：照井春佳\n九条响也：笠间淳\n隆美尔：速水奖,企划：SUNRISE\n原作：矢立肇、富野由悠季\n导演：绵田慎也\n系列构成：木村畅\n角色设计：Kazuhiro Hara\n角色设计协力：户井田珠里\n机械设计：大河原邦男、海老川兼武、石垣纯哉、形部一平、寺冈贤司、寺岛慎也、柳濑敬之、鹫尾直广\n动作指导：大张正己\n首席机械动画师：久寿米木信弥、宇田早辉子\n美术：Studio Naya\n音乐：木村秀彬\n企划协力：BANDAI 模型事业部\n制作协力：ADK\n制作：TV Tokyo、SUNRISE、创通
绯弹的亚里亚,1407.6万,8.6,2246,2011年4月14日,"['热血', '奇幻', '校园', '战斗']",76.4万,125.3万,"已完结, 全12话",0,远山金次：間島淳司\n神崎·H·亚里亚：釘宮理恵\n雷姬：石原夏織\n星伽白雪：高橋美佳子\n峰理子：伊瀬茉莉也\n贞德：川澄綾子\n中空知美咲：金元寿子\n圣光君：广播：山口理恵\n,原作： 赤松中学\n导演： 渡部高志\n脚本： 白根秀樹\n分镜： 渡部高志、鈴木洋平、福田道生\n演出： 鈴木洋平、佐藤光、羽多野浩平\n人物原案： こぶいち\n人物设定： 岩倉和憲\n系列构成： 白根秀樹\n色彩设计： 伊藤由紀子\n总作画监督： 神本兼利\n作画监督： 神本兼利、松下郁子、松浦里美\n摄影监督： 大河内喜夫\n道具设计： 松下郁子\n原画： すしお、伊東葉子、神本兼利\n剪辑： 西山茂\n主题歌编曲： 浅倉大介\n主题歌作曲： 浅倉大介\n主题歌演出： May'n\n音响监督： 明田川仁\n音效： 古谷友二\n特效： サンジゲン\n制作： TBS、メディアファクトリー\n音乐制作： flying DOG\n动画制作： J.C.STAFF
皇帝圣印战记,1410.2万,6.4,12878,2018年1月6日,"['小说改', '奇幻', '战斗', '架空']",29.9万,57.9万,"已完结, 全24话",0,提欧·柯涅洛：熊谷健太郎\n希露卡·梅连提丝：鬼头明里\n艾维因：中村悠一\n爱雪拉：上田丽奈\n拉席克·达彼多：日野聪\n莫雷诺·多尔忒斯：松冈祯丞\n普莉希拉：高森奈津美\n玛丽娜·克莱榭：茅野爱衣\n维拉尔·康士坦斯：樱井孝宏\n米尔札·库雀司：羽多野涉\n阿雷克西斯·德赛：井口祐一\n艾玛：铃木实里\n露娜：中岛爱\n玛格莉特·奥迪乌斯：甲斐田裕子\n劳菈·哈得利：安济知佳\n海嘉·皮亚罗札：内山夕实\n柯琳·梅萨拉：本渡枫\n奥贝斯特·梅连提丝：三上哲\n蕾拉：佐仓绫音\n卡蜜：小泽亚李,原作：著\u002F水野良 插画\u002F深游 Fantasia文库（KADOKAWA）刊\n系列构成：水野良、矢野俊策\n监督：畠山守\n剧本：Writeworks\n角色设计：矢向宏志\n音乐：菅野祐悟\n音响监督：岩浪美和\n动画制作：A-1 Pictures
黑执事,1418.1万,9.8,7565,2008年10月2日,['漫画改'],85.4万,121.2万,"已完结, 全24话",0,塞巴斯蒂安·米卡利斯:小野大輔\n夏尔·凡多姆海威:坂本真綾,导演:篠原俊哉\n脚本:山田由香、岡田麿里、吉野弘幸\n分镜:滝川和男、大久保富彦、まついひとゆき、島津裕行、森田宏幸、大原実、小倉宏文、滝沢敏文、篠原俊哉、吉村愛\n演出:大久保富彦、小倉宏文、ながはまのりひこ、鈴木健太郎、吉村愛、岡尾貴洋、津田尚克、下司泰弘、市村徹夫、筑紫大介、岩本美香\n音乐:岩崎琢\n人物设定:芝美奈子\n系列构成:岡田麿里\n美术监督:小倉宏昌\n色彩设计:歌川律子\n总作画监督:芝美奈子\n作画监督:蘇武裕子、滝川和男、谷口繁則、川口千里、石田啓一、髙田晃、加藤万由子、塚本知代美、岡崎洋美、古住千秋、河野真貴、内野明雄、徳田夢之介、松本文子、高乗陽子、森光恵
猎兽神兵,1422.2万,8.2,7081,2019年7月1日,"['漫画改', '战斗', '声控', '奇幻']",16.3万,67.9万,"已完结, 全12话",1,汉克：小西克幸\n夏尔：加隈亚衣\n凯因：中村悠一\n克劳德：石川界人\n莱萨：日笠阳子\n艾琳：能登麻美子\n米莉埃莉亚：市之濑加那\n伊丽莎白（阿拉克涅）：坂本真绫,原作：めいびい（讲谈社《别册少年 Magazine》连载）\n监督：宍户淳\n总编剧：村越繁\n角色设计、总作画监督：新沼大祐\n拟神兵设计监修：佐野誉幸\n色彩设计：镰田千贺子\n美术监督：森川裕史\nCG监督：大田和征\n摄影监督：三舟桃子\n编辑：相原聪\n音乐：池赖广\n动画制作：MAPPA
比宇宙更远的地方,1429.3万,9.8,28778,2018年1月2日,"['声控', '治愈', '励志', '原创']",37.9万,106.9万,"已完结, 全13话",0,玉木麻理：水濑祈\n小渕泽报濑：花泽香菜\n三宅日向：井口裕香\n白石结月：早见沙织\n藤堂吟：能登麻美子\n前川香苗：日笠阳子\n财前敏夫：松冈祯丞\n轰信惠：阿澄佳奈\n高桥惠：金元寿子\n小渊泽贵子：茅野爱衣,原作：よりもい\n监督：石冢敦子\n系列构成・脚本：花田十辉\n人物设计・总作画监督：吉松孝博\n美术设定：平泽晃弘\n美术监督：山根左帆\n色彩设计：大野春惠\n摄影监督：川下裕树\n3D监督：日下大辅\n编集：木村佳史子\n音响监督：明田川 仁\n音响效果：上野励\n音乐：藤泽庆昌\n音乐制作：KADOKAWA\n动画制作：MADHOUSE\n协力：文部科学省、国立极地研究所\n制作：《比宇宙更远的地方》制作委员会
Infinite Stratos 2,1432.1万,8.0,1346,2013年10月3日,"['校园', '战斗']",41.8万,88.8万,"已完结, 全12话",0,织斑一夏：内山昂辉\n筱之之箒：日笠阳子\n塞西莉娅·奥尔卡特：野上由加奈\n凰铃音：下田麻美\n夏洛特·德诺阿：花泽香菜\n拉芙拉·布迪威伊：井上麻里奈\n更识楯无：斋藤千和\n更识簪：三森铃子,原作：弓弦逸鹤（OVERLAP文库刊行）\n导演：菊地康仁\n剧本统筹（系列构成）：弓弦逸鹤、Infinite Staff（インフィニット·スタッフ）\n系列导演：登坂晋\n角色设计：堀井久美\n辅助角色设计：清水空翔\n总作画监督：堀井久美、清水空翔、西泽真也\n机体设计：高仓武史、麦谷兴一（CHOCO）\nCGI导演：井野元英二（Orange）\n色彩设计：村上智美（绯和）\n美术监督：吉原俊一郎（美峰）\n美术设定：盐泽良宪\n摄影监督：田中恒嗣（レアトリック）\n剪辑（编集）：木村佳史子（MADBOX）\n音响监督：中岛聪彦\n音乐：七濑光\n制片人：岩崎笃史、田中豪、樱井优香、石冢正俊\n动画制作：8 BIT\n出品：Project IS
零之使魔F,1434.7万,9.4,1574,2012年1月7日,"['奇幻', '日常', '战斗', '小说改']",53.4万,103.3万,"已完结, 全12话",0,蒂法妮亚·韦斯特伍德：能登麻美子\n露易丝·法兰西斯·露·布朗·杜·拉·瓦利埃尔：釘宮理恵\n平贺才人：日野聡\n谢斯塔：堀江由衣\n塔巴萨：猪口有佳\n丘尔洁・奥古斯都・菲列特利加・封・安哈尔特・泽罗普斯..,原作： ヤマグチノボル\n导演： 岩崎良明\n分镜： 越田知明、鈴木洋平、岡村正弘、堀之内元\n演出： 奥野浩行、鈴木洋平、岡村正弘、堀之内元\n音乐： 光宗信吉\n人物原案： 兎塚エイジ\n人物设定： 藤井昌宏\n系列构成： ヤマグチノボル\n总作画监督： 藤井昌宏\n作画监督： 神本兼利、長谷川亨雄、北川大輔\n道具设计： 野田康行\n原画： 野中正幸、神本兼利\n音响监督： 明田川仁\n制片人： 木谷高明\n音乐制作： 日本コロムビア\n动画制作： J.C.STAFF
全职猎人,1440.9万,9.8,4023,1999年10月16日,"['奇幻', '热血', '智斗', '战斗']",62.1万,51.4万,"已完结, 全92话",0,杰·富力士：竹内順子\n奇犽·揍敌客：三橋加奈子\n酷拉皮卡：甲斐田ゆき\n雷欧力：郷田ほづみ\n西索：高橋広樹\n库洛洛·鲁西鲁：永野善一\n玛奇：並木のり子\n小滴：豊後敦子,原作：冨樫義博\n监督：古橋一浩\n脚本：菅良幸、山口亮太、岸間信明、十川誠志\n分镜：加藤敏幸、嵯峨敏、香川豊、須永司、わたなべひろし、福島宏之、矢嶋哲生、寺東克己\n演出：嵯峨敏、細田雅弘、花井信也、福島宏之、田頭しのぶ、矢嶋哲生、水野和則\n人物设定：後藤隆幸\n作画监督：後藤隆幸、田頭しのぶ、今泉賢一、松島晃、河南正昭、浅野恭司、日向正樹\n音乐：佐橋俊彦\n音响监督：平光琢也\n动画制作：日本アニメーション
魔偶马戏团,1441.4万,8.8,5364,2018年10月10日,"['热血', '战斗']",11.8万,44.6万,"已完结, 全36话",1,才贺胜：植田千寻\n加藤鸣海：小山力也\n才贺白银：林原惠\n阿紫花英良：樱井孝宏\n奇・克里斯多佛・雷修：佐佐木望\n塔兰妲・莉洁罗蒂・橘：黑泽朋世\n葳璐玛・索恩：井上麻里奈\n仲町信夫：江川央生\n仲町纪之：岩崎谅太\n仲町浩男：石川界人\n才贺正二：田中正彦\n露西尔・贝努伊攸：朴璐美,原作：藤田和日郎（小学馆 少年SUNDAY漫画刊）\n监督：西村聪\n系列构成：井上敏树\u002F藤田和日郎\n角色设计：吉松孝博\n音乐：林友树\n动画制作：studio VOLN\n
终将成为你,1443.8万,9.8,20182,2018年10月5日,"['恋爱', '校园', '漫画改']",42.6万,117.5万,"已完结, 全13话",1,小糸侑：高田忧希\n七海灯子：寿美菜子\n佐伯沙弥香：茅野爱衣\n槙圣司：市川太一,原作：仲谷鳰（《月刊Comic电击大王》连载）\n监督：加藤诚\n总编剧、剧本：花田十辉\n角色设计、总作画监督：合田浩章\n色彩设计：篠原真理子\n美术监督：永吉幸树\n美术设定：佐藤正浩\n摄影监督：加藤友宜\nCG监督：井口光隆\n编辑：右山章太\n音响监督：明田川仁\n音乐：大岛满\n音乐制作：KADOKAWA\n动画制作：TROYCA
Thunderbolt Fantasy 东离剑游纪,1458.1万,9.7,3067,2016年7月8日,"['奇幻', '战斗', '布袋戏', '冒险']",44.2万,41.6万,"已完结, 全13话",0,口白：田中敦子\n凛雪鸦：鸟海浩辅\n殇不患：诹访部顺一\n丹翡：中原麻衣\n狩云霄：小山力也,原作：Thunderbolt Fantasy Project[4] \n原案、剧本、总监修：虚渊玄\n操演、摄影：霹雳国际多媒体股份有限公司\n人物设计：Nitroplus\n造型指导顾问：GOOD SMILE COMPANY\n出品：Thunderbolt Fantasy Project（霹雳国际多媒体、Nitroplus、GOODSMILE COMPANY）
心灵的声音,1494.5万,9.7,844,2016年7月19日,[''],6.5万,28.5万,"已完结, 全78话",0,,
续 夏目友人帐,1503万,9.7,3157,2009年1月5日,"['奇幻', '日常', '治愈', '催泪']",98.8万,462.4万,"已完结, 全13话",1,夏目贵志：神谷浩史\n喵先生\u002F斑：井上和彦\n夏目玲子：小林沙苗\n藤原塔子：伊藤美纪\n田沼要：堀江一真\n名取周一：石田彰\n藤原滋：加藤奈奈绘、伊藤容次\n多轨透：佐藤利奈,监督：大森贵弘\n原作：绿川ゆき\n脚本：关岛真濑、荒木宪一、高木登、金卷兼一\n分镜：后藤圭二、大森贵弘、寺东克己、名村英敏\n演出：中野英明、大森贵弘、梅本唯\n音乐：吉森信\n人物设定：高田晃\n系列构成：金卷兼一\n色彩设计：宫协裕美\n作画监督： 久木晃嗣、奥野治男、野道佳代\n原画： 竹内哲也、小岛崇史、奥野治男\n音响监督：大森贵弘\n音乐制作：Aniplex\n特效：长谷川敏生\n动画制作：Brain's･Base
GANGSTA.,1515.5万,9.6,2567,2015年7月1日,"['战斗', '热血']",48.3万,61.4万,"已完结, 全13话",0,沃力克·阿尔坎杰罗：诹访部顺一\n尼古拉斯·布朗：津田健次郎\n爱蕾克丝·贝内狄托：能登麻美子\n查德·阿特金斯：金尾哲夫\n科迪·鲍尔弗：石川界人\n泰奥：三上哲\n妮娜：悠木碧\n丹尼尔·门罗：宝龟克寿\n迈..,原作：コースケ\n监督：村瀬修功\n脚本：木村暢、猪爪慎一、高木聖子\n分镜：芦野芳晴、安彦英二、初見浩一、村瀬修功、さとう陽\n演出：福岡大生、有田周平、安彦英二、初見浩一、さとう陽、朝木幸彦、永居慎平、鈴木薫\n人物设定：植田洋一\n系列构成：猪爪慎一\n美术监督：甲斐政俊\n作画监督：中森晃太郎、服部憲知、竹田逸子、杉谷光一、飯飼一幸、飯島弘也、田寄雅郁、山村俊了、岡崎洋美\n道具设计：常木志伸\n音乐：TSUTCHIE\n音响监督：長崎行男\n剪辑： 長坂智樹\n动画制作：Manglobe
黑塔利亚 The World Twinkle 第6期,1528.3万,9.7,1375,2015年7月3日,"['萌系', '日常', '泡面', '声控']",39.5万,72.9万,"已完结, 全15话",0,意大利：浪川大辅\n德意志：安元洋贵\n日本：高桥广树\n美利坚\u002F加拿大：小西克幸\n英吉利：杉山纪彰\n法兰西：小野坂昌也\n中国：甲斐田ゆき\n俄罗斯：高户靖广\n普鲁士\u002F爱沙尼亚\u002F希腊：高坂笃志\n奥地利：笹..,原作：日丸屋秀和\n监督：わたなべひろし\n系列构成：ふでやすかずゆき\n人物设定：冈真里子\n总作画监督：河南正昭\n美术监督：佐藤友理\n色彩设计：桂木今里\n音响监督：平光琢也\n音响制作：ダックスプロダクション\n音乐：コーニッシュ\n撮影监督：下崎昭\n编集：松村正宏\n动画制作：Studio DEEN
魔笛MAGI 第二季,1541.6万,9.6,1324,2013年10月6日,"['奇幻', '战斗', '架空', '冒险']",40.5万,69.2万,"已完结, 全25话",0,阿拉丁：石原夏織\n阿里巴巴·沙尔贾：梶裕貴\n摩尔迦娜：戸松遥\n辛巴达：小野大輔\n夏黄文：鈴村健一\n李青舜：宮崎寛務\n多多：阿澄佳奈\n斯芬托斯：逢坂良太,原作： 大高忍\n导演： 舛成孝二\n脚本： 吉野弘幸、花田十輝\n分镜： 小島正幸、京田知己、阿部記之、関谷真実子、長町英樹\n演出： 川越崇弘、岩月甚、長町英樹\n音乐： 鷺巣詩郎\n人物设定： 赤井俊文\n系列构成： 吉野弘幸\n总作画监督： 小松麻美、長町英樹\n作画监督： 赤井俊文、濱口明、長町英樹、黒木美幸、熊田明子、広尾佳奈子\n原画： 濱口明、小島崇史、荒木涼、小木曽伸吾、佐々木啓悟、長町英樹\n背景美术： 草薙\n动画制作： A-1 Pictures\nOP・ED 分镜： 長町英樹
